GZMA	CCL5	1.992575939628575
CCL5	GZMA	1.992575939628575
TNFRSF4	TNFRSF18	1.989255593637966
TNFRSF18	TNFRSF4	1.989255593637966
HLA-DPA1	HLA-DRB5	1.988328958694714
HLA-DRB5	HLA-DPA1	1.988328958694714
HLA-DPA1	HLA-DRB1	1.98738452093582
HLA-DRB1	HLA-DPA1	1.98738452093582
HLA-DRB5	HLA-DRB1	1.9870760386254274
HLA-DRB1	HLA-DRB5	1.9870760386254274
HLA-DQA1	HLA-DPA1	1.9861008534683695
HLA-DPA1	HLA-DQA1	1.9861008534683695
HLA-DQA1	HLA-DRB1	1.9830000550133122
HLA-DRB1	HLA-DQA1	1.9830000550133122
HLA-DPA1	CD74	1.9826027281821343
CD74	HLA-DPA1	1.9826027281821343
HLA-DQA1	HLA-DRB5	1.9823447318897132
HLA-DRB5	HLA-DQA1	1.9823447318897132
HLA-DRB5	CD74	1.9812657932215882
CD74	HLA-DRB5	1.9812657932215882
HLA-DRB1	CD74	1.9811504567576734
CD74	HLA-DRB1	1.9811504567576734
SELL	GIMAP7	1.981133144936173
GIMAP7	SELL	1.981133144936173
ACTB	TMSB4X	1.9810580384631105
TMSB4X	ACTB	1.9810580384631105
TMSB10	S100A10	1.9804278574479144
S100A10	TMSB10	1.9804278574479144
S100A10	S100A4	1.9791023297479469
S100A4	S100A10	1.9791023297479469
HLA-DQA1	CD74	1.9787726573399822
CD74	HLA-DQA1	1.9787726573399822
ACTB	TMSB10	1.9773739477265502
TMSB10	ACTB	1.9773739477265502
TMSB10	S100A4	1.9769824237673597
S100A4	TMSB10	1.9769824237673597
TMSB4X	TMSB10	1.9756971399385526
TMSB10	TMSB4X	1.9756971399385526
ACTB	S100A4	1.9751442656596159
S100A4	ACTB	1.9751442656596159
TMSB4X	S100A4	1.970074804011905
S100A4	TMSB4X	1.970074804011905
CD3E	CD3D	1.9699884512942514
CD3D	CD3E	1.9699884512942514
PTPRCAP	IL32	1.9688448973240975
IL32	PTPRCAP	1.9688448973240975
CXCR4	DDIT4	1.9661851052726114
DDIT4	CXCR4	1.9661851052726114
CD3E	PTPRCAP	1.9660026579763525
PTPRCAP	CD3E	1.9660026579763525
DUSP2	CXCR4	1.9650517433792092
CXCR4	DUSP2	1.9650517433792092
CD3E	IL32	1.9641606075375102
IL32	CD3E	1.9641606075375102
S100A10	HLA-DRB5	1.9639729266063854
HLA-DRB5	S100A10	1.9639729266063854
SRGN	HLA-DRB1	1.9630278167128532
HLA-DRB1	SRGN	1.9630278167128532
TMSB10	HLA-DRB5	1.962359044347103
HLA-DRB5	TMSB10	1.962359044347103
S100A10	HLA-DRB1	1.9621894672640627
HLA-DRB1	S100A10	1.9621894672640627
SAMSN1	SRGN	1.961291356608465
SRGN	SAMSN1	1.961291356608465
S100A10	CD74	1.9609554312967674
CD74	S100A10	1.9609554312967674
SRGN	CD74	1.960389986401884
CD74	SRGN	1.960389986401884
CXCR4	RGS1	1.9595468714704525
RGS1	CXCR4	1.9595468714704525
TMSB10	CD74	1.959320464343133
CD74	TMSB10	1.959320464343133
HLA-DRB5	SRGN	1.9589756294930178
SRGN	HLA-DRB5	1.9589756294930178
HLA-DPA1	TMSB10	1.9575526481498668
TMSB10	HLA-DPA1	1.9575526481498668
ACTB	S100A10	1.9570365196691415
S100A10	ACTB	1.9570365196691415
TMSB10	HLA-DRB1	1.9570304323957803
HLA-DRB1	TMSB10	1.9570304323957803
HLA-DPA1	S100A10	1.955545923453744
S100A10	HLA-DPA1	1.955545923453744
TMSB10	SRGN	1.9548658902081517
SRGN	TMSB10	1.9548658902081517
DUSP2	DDIT4	1.9547685207738783
DDIT4	DUSP2	1.9547685207738783
S100A10	SRGN	1.953530753452462
SRGN	S100A10	1.953530753452462
PTPRCAP	CD3D	1.9521312434468852
CD3D	PTPRCAP	1.9521312434468852
HLA-DQA1	S100A10	1.9515750992657044
S100A10	HLA-DQA1	1.9515750992657044
CD3D	IL32	1.9503121661728482
IL32	CD3D	1.9503121661728482
HLA-DPA1	SRGN	1.9476459064804437
SRGN	HLA-DPA1	1.9476459064804437
CST7	CCL5	1.9474520325503868
CCL5	CST7	1.9474520325503868
DUSP2	RGS1	1.9464732456239253
RGS1	DUSP2	1.9464732456239253
HLA-DQA1	DUSP2	1.9449918522847376
DUSP2	HLA-DQA1	1.9449918522847376
TRBV4-1	LAIR2	1.944818608853319
LAIR2	TRBV4-1	1.944818608853319
RHOH	CD69	1.9426888469765966
CD69	RHOH	1.9426888469765966
GZMA	CD247	1.9411285044831703
CD247	GZMA	1.9411285044831703
BIRC3	DUSP2	1.9407800092038467
DUSP2	BIRC3	1.9407800092038467
HLA-DQA1	TMSB10	1.9395562722554796
TMSB10	HLA-DQA1	1.9395562722554796
TRBV4-1	GNLY	1.9385289237274819
GNLY	TRBV4-1	1.9385289237274819
DUSP2	SRGN	1.9384366620225442
SRGN	DUSP2	1.9384366620225442
TMSB4X	S100A10	1.9384324023381834
S100A10	TMSB4X	1.9384324023381834
DDIT4	RGS1	1.9378028722268292
RGS1	DDIT4	1.9378028722268292
GNLY	KLRB1	1.9374499013154334
KLRB1	GNLY	1.9374499013154334
TRBV4-1	TRAV8-3	1.9358513185653958
TRAV8-3	TRBV4-1	1.9358513185653958
BIRC3	SAMSN1	1.935813207205031
SAMSN1	BIRC3	1.935813207205031
GNLY	LAIR2	1.9336184709452082
LAIR2	GNLY	1.9336184709452082
ACTB	SRGN	1.9331159155706454
SRGN	ACTB	1.9331159155706454
SRGN	S100A4	1.9329959749429526
S100A4	SRGN	1.9329959749429526
HLA-DQA1	SRGN	1.9306362627426432
SRGN	HLA-DQA1	1.9306362627426432
CD3E	CD2	1.9294846734429614
CD2	CD3E	1.9294846734429614
NBAS	BATF	1.9292437673776432
